id,datetime,season,year,month,hour,holiday,weekday,workingday,weather_condition,temperature,feeling_temperature,humidity,windspeed,casual,registered,total_count,day_type
1970-01-01 00:00:00.000000017,2011-01-01,Springer,0,Jan,16,No,Saturday,No,Cloudy,0.42,0.4242,0.82,0.2985,41,52,93,Weekend
1970-01-01 00:00:00.000000018,2011-01-01,Springer,0,Jan,17,No,Saturday,No,Cloudy,0.44,0.4394,0.82,0.2836,15,52,67,Weekend
1970-01-01 00:00:00.000000019,2011-01-01,Springer,0,Jan,18,No,Saturday,No,Light Rain/Snow,0.42,0.4242,0.88,0.2537,9,26,35,Weekend
1970-01-01 00:00:00.000000020,2011-01-01,Springer,0,Jan,19,No,Saturday,No,Light Rain/Snow,0.42,0.4242,0.88,0.2537,6,31,37,Weekend
1970-01-01 00:00:00.000000021,2011-01-01,Springer,0,Jan,20,No,Saturday,No,Cloudy,0.4,0.4091,0.87,0.2537,11,25,36,Weekend
1970-01-01 00:00:00.000000022,2011-01-01,Springer,0,Jan,21,No,Saturday,No,Cloudy,0.4,0.4091,0.87,0.194,3,31,34,Weekend
1970-01-01 00:00:00.000000023,2011-01-01,Springer,0,Jan,22,No,Saturday,No,Cloudy,0.4,0.4091,0.94,0.2239,11,17,28,Weekend
1970-01-01 00:00:00.000000024,2011-01-01,Springer,0,Jan,23,No,Saturday,No,Cloudy,0.46,0.4545,0.88,0.2985,15,24,39,Weekend
1970-01-01 00:00:00.000000025,2011-01-02,Springer,0,Jan,0,No,Sunday,No,Cloudy,0.46,0.4545,0.88,0.2985,4,13,17,Weekend
1970-01-01 00:00:00.000000026,2011-01-02,Springer,0,Jan,1,No,Sunday,No,Cloudy,0.44,0.4394,0.94,0.2537,1,16,17,Weekend
1970-01-01 00:00:00.000000027,2011-01-02,Springer,0,Jan,2,No,Sunday,No,Cloudy,0.42,0.4242,1.0,0.2836,1,8,9,Weekend
1970-01-01 00:00:00.000000028,2011-01-02,Springer,0,Jan,3,No,Sunday,No,Cloudy,0.46,0.4545,0.94,0.194,2,4,6,Weekend
1970-01-01 00:00:00.000000029,2011-01-02,Springer,0,Jan,4,No,Sunday,No,Cloudy,0.46,0.4545,0.94,0.194,2,1,3,Weekend
1970-01-01 00:00:00.000000030,2011-01-02,Springer,0,Jan,6,No,Sunday,No,Light Rain/Snow,0.42,0.4242,0.77,0.2985,0,2,2,Weekend
1970-01-01 00:00:00.000000031,2011-01-02,Springer,0,Jan,7,No,Sunday,No,Cloudy,0.4,0.4091,0.76,0.194,0,1,1,Weekend
1970-01-01 00:00:00.000000032,2011-01-02,Springer,0,Jan,8,No,Sunday,No,Light Rain/Snow,0.4,0.4091,0.71,0.2239,0,8,8,Weekend
1970-01-01 00:00:00.000000033,2011-01-02,Springer,0,Jan,9,No,Sunday,No,Cloudy,0.38,0.3939,0.76,0.2239,1,19,20,Weekend
1970-01-01 00:00:00.000000034,2011-01-02,Springer,0,Jan,10,No,Sunday,No,Cloudy,0.36,0.3485,0.81,0.2239,7,46,53,Weekend
1970-01-01 00:00:00.000000035,2011-01-02,Springer,0,Jan,11,No,Sunday,No,Cloudy,0.36,0.3333,0.71,0.2537,16,54,70,Weekend
1970-01-01 00:00:00.000000036,2011-01-02,Springer,0,Jan,12,No,Sunday,No,Cloudy,0.36,0.3333,0.66,0.2985,20,73,93,Weekend
1970-01-01 00:00:00.000000037,2011-01-02,Springer,0,Jan,13,No,Sunday,No,Cloudy,0.36,0.3485,0.66,0.1343,11,64,75,Weekend
1970-01-01 00:00:00.000000038,2011-01-02,Springer,0,Jan,14,No,Sunday,No,Light Rain/Snow,0.36,0.3485,0.76,0.194,4,55,59,Weekend
1970-01-01 00:00:00.000000039,2011-01-02,Springer,0,Jan,15,No,Sunday,No,Light Rain/Snow,0.34,0.3333,0.81,0.1642,19,55,74,Weekend
1970-01-01 00:00:00.000000040,2011-01-02,Springer,0,Jan,16,No,Sunday,No,Light Rain/Snow,0.34,0.3333,0.71,0.1642,9,67,76,Weekend
1970-01-01 00:00:00.000000041,2011-01-02,Springer,0,Jan,17,No,Sunday,No,Clear,0.34,0.3333,0.57,0.194,7,58,65,Weekend
1970-01-01 00:00:00.000000042,2011-01-02,Springer,0,Jan,18,No,Sunday,No,Cloudy,0.36,0.3333,0.46,0.3284,10,43,53,Weekend
1970-01-01 00:00:00.000000043,2011-01-02,Springer,0,Jan,19,No,Sunday,No,Clear,0.32,0.2879,0.42,0.4478,1,29,30,Weekend
1970-01-01 00:00:00.000000044,2011-01-02,Springer,0,Jan,20,No,Sunday,No,Clear,0.3,0.2727,0.39,0.3582,5,17,22,Weekend
1970-01-01 00:00:00.000000045,2011-01-02,Springer,0,Jan,21,No,Sunday,No,Clear,0.26,0.2273,0.44,0.3284,11,20,31,Weekend
1970-01-01 00:00:00.000000046,2011-01-02,Springer,0,Jan,22,No,Sunday,No,Clear,0.24,0.2121,0.44,0.2985,0,9,9,Weekend
1970-01-01 00:00:00.000000047,2011-01-02,Springer,0,Jan,23,No,Sunday,No,Clear,0.22,0.2273,0.47,0.1642,0,8,8,Weekend
1970-01-01 00:00:00.000000048,2011-01-03,Springer,0,Jan,0,No,Monday,Yes,Clear,0.22,0.197,0.44,0.3582,0,5,5,Working Day
1970-01-01 00:00:00.000000049,2011-01-03,Springer,0,Jan,1,No,Monday,Yes,Clear,0.2,0.1667,0.44,0.4179,0,2,2,Working Day
1970-01-01 00:00:00.000000050,2011-01-03,Springer,0,Jan,4,No,Monday,Yes,Clear,0.16,0.1364,0.47,0.3881,0,1,1,Working Day
1970-01-01 00:00:00.000000051,2011-01-03,Springer,0,Jan,5,No,Monday,Yes,Clear,0.16,0.1364,0.47,0.2836,0,3,3,Working Day
1970-01-01 00:00:00.000000052,2011-01-03,Springer,0,Jan,6,No,Monday,Yes,Clear,0.14,0.1061,0.5,0.3881,0,30,30,Working Day
1970-01-01 00:00:00.000000053,2011-01-03,Springer,0,Jan,7,No,Monday,Yes,Clear,0.14,0.1364,0.5,0.194,1,63,64,Working Day
1970-01-01 00:00:00.000000054,2011-01-03,Springer,0,Jan,8,No,Monday,Yes,Clear,0.14,0.1212,0.5,0.2836,1,153,154,Working Day
1970-01-01 00:00:00.000000055,2011-01-03,Springer,0,Jan,9,No,Monday,Yes,Clear,0.16,0.1364,0.43,0.3881,7,81,88,Working Day
1970-01-01 00:00:00.000000056,2011-01-03,Springer,0,Jan,10,No,Monday,Yes,Clear,0.18,0.1667,0.43,0.2537,11,33,44,Working Day
1970-01-01 00:00:00.000000057,2011-01-03,Springer,0,Jan,11,No,Monday,Yes,Clear,0.2,0.1818,0.4,0.3284,10,41,51,Working Day
1970-01-01 00:00:00.000000058,2011-01-03,Springer,0,Jan,12,No,Monday,Yes,Clear,0.22,0.2121,0.35,0.2985,13,48,61,Working Day
1970-01-01 00:00:00.000000059,2011-01-03,Springer,0,Jan,13,No,Monday,Yes,Clear,0.24,0.2121,0.35,0.2836,8,53,61,Working Day
1970-01-01 00:00:00.000000060,2011-01-03,Springer,0,Jan,14,No,Monday,Yes,Clear,0.26,0.2424,0.3,0.2836,11,66,77,Working Day
1970-01-01 00:00:00.000000061,2011-01-03,Springer,0,Jan,15,No,Monday,Yes,Clear,0.26,0.2424,0.3,0.2537,14,58,72,Working Day
1970-01-01 00:00:00.000000062,2011-01-03,Springer,0,Jan,16,No,Monday,Yes,Clear,0.26,0.2424,0.3,0.2537,9,67,76,Working Day
1970-01-01 00:00:00.000000063,2011-01-03,Springer,0,Jan,17,No,Monday,Yes,Clear,0.24,0.2273,0.3,0.2239,11,146,157,Working Day
1970-01-01 00:00:00.000000064,2011-01-03,Springer,0,Jan,18,No,Monday,Yes,Clear,0.24,0.2576,0.32,0.1045,9,148,157,Working Day
1970-01-01 00:00:00.000000065,2011-01-03,Springer,0,Jan,19,No,Monday,Yes,Clear,0.2,0.2576,0.47,0.0,8,102,110,Working Day
1970-01-01 00:00:00.000000066,2011-01-03,Springer,0,Jan,20,No,Monday,Yes,Clear,0.2,0.2273,0.47,0.1045,3,49,52,Working Day
1970-01-01 00:00:00.000000067,2011-01-03,Springer,0,Jan,21,No,Monday,Yes,Clear,0.18,0.197,0.64,0.1343,3,49,52,Working Day
1970-01-01 00:00:00.000000068,2011-01-03,Springer,0,Jan,22,No,Monday,Yes,Clear,0.14,0.1515,0.69,0.1343,0,20,20,Working Day
1970-01-01 00:00:00.000000069,2011-01-03,Springer,0,Jan,23,No,Monday,Yes,Clear,0.18,0.2121,0.55,0.1045,1,11,12,Working Day
1970-01-01 00:00:00.000000070,2011-01-04,Springer,0,Jan,0,No,Tuesday,Yes,Clear,0.16,0.1818,0.55,0.1045,0,5,5,Working Day
1970-01-01 00:00:00.000000071,2011-01-04,Springer,0,Jan,1,No,Tuesday,Yes,Clear,0.16,0.1818,0.59,0.1045,0,2,2,Working Day
1970-01-01 00:00:00.000000072,2011-01-04,Springer,0,Jan,2,No,Tuesday,Yes,Clear,0.14,0.1515,0.63,0.1343,0,1,1,Working Day
1970-01-01 00:00:00.000000073,2011-01-04,Springer,0,Jan,4,No,Tuesday,Yes,Clear,0.14,0.1818,0.63,0.0896,0,2,2,Working Day
1970-01-01 00:00:00.000000074,2011-01-04,Springer,0,Jan,5,No,Tuesday,Yes,Clear,0.12,0.1515,0.68,0.1045,0,4,4,Working Day
1970-01-01 00:00:00.000000075,2011-01-04,Springer,0,Jan,6,No,Tuesday,Yes,Clear,0.12,0.1515,0.74,0.1045,0,36,36,Working Day
1970-01-01 00:00:00.000000076,2011-01-04,Springer,0,Jan,7,No,Tuesday,Yes,Clear,0.12,0.1515,0.74,0.1343,2,92,94,Working Day
1970-01-01 00:00:00.000000077,2011-01-04,Springer,0,Jan,8,No,Tuesday,Yes,Clear,0.14,0.1515,0.69,0.1642,2,177,179,Working Day
1970-01-01 00:00:00.000000078,2011-01-04,Springer,0,Jan,9,No,Tuesday,Yes,Clear,0.16,0.1515,0.64,0.2239,2,98,100,Working Day
1970-01-01 00:00:00.000000079,2011-01-04,Springer,0,Jan,10,No,Tuesday,Yes,Cloudy,0.16,0.1364,0.69,0.3284,5,37,42,Working Day
1970-01-01 00:00:00.000000080,2011-01-04,Springer,0,Jan,11,No,Tuesday,Yes,Clear,0.22,0.2121,0.51,0.2985,7,50,57,Working Day
1970-01-01 00:00:00.000000081,2011-01-04,Springer,0,Jan,12,No,Tuesday,Yes,Clear,0.22,0.2273,0.51,0.1642,12,66,78,Working Day
1970-01-01 00:00:00.000000082,2011-01-04,Springer,0,Jan,13,No,Tuesday,Yes,Clear,0.24,0.2273,0.56,0.194,18,79,97,Working Day
1970-01-01 00:00:00.000000083,2011-01-04,Springer,0,Jan,14,No,Tuesday,Yes,Clear,0.26,0.2576,0.52,0.2239,9,54,63,Working Day
1970-01-01 00:00:00.000000084,2011-01-04,Springer,0,Jan,15,No,Tuesday,Yes,Clear,0.28,0.2727,0.52,0.2537,17,48,65,Working Day
1970-01-01 00:00:00.000000085,2011-01-04,Springer,0,Jan,16,No,Tuesday,Yes,Clear,0.3,0.2879,0.49,0.2537,15,68,83,Working Day
1970-01-01 00:00:00.000000086,2011-01-04,Springer,0,Jan,17,No,Tuesday,Yes,Clear,0.28,0.2727,0.48,0.2239,10,202,212,Working Day
1970-01-01 00:00:00.000000087,2011-01-04,Springer,0,Jan,18,No,Tuesday,Yes,Clear,0.26,0.2576,0.48,0.194,3,179,182,Working Day
1970-01-01 00:00:00.000000088,2011-01-04,Springer,0,Jan,19,No,Tuesday,Yes,Clear,0.24,0.2576,0.48,0.1045,2,110,112,Working Day
1970-01-01 00:00:00.000000089,2011-01-04,Springer,0,Jan,20,No,Tuesday,Yes,Clear,0.24,0.2576,0.48,0.1045,1,53,54,Working Day
1970-01-01 00:00:00.000000090,2011-01-04,Springer,0,Jan,21,No,Tuesday,Yes,Clear,0.22,0.2727,0.64,0.0,0,48,48,Working Day
1970-01-01 00:00:00.000000091,2011-01-04,Springer,0,Jan,22,No,Tuesday,Yes,Clear,0.22,0.2576,0.64,0.0896,1,34,35,Working Day
1970-01-01 00:00:00.000000092,2011-01-04,Springer,0,Jan,23,No,Tuesday,Yes,Clear,0.2,0.2273,0.69,0.0896,2,9,11,Working Day
1970-01-01 00:00:00.000000093,2011-01-05,Springer,0,Jan,0,No,Wednesday,Yes,Clear,0.2,0.2576,0.64,0.0,0,6,6,Working Day
1970-01-01 00:00:00.000000094,2011-01-05,Springer,0,Jan,1,No,Wednesday,Yes,Clear,0.16,0.197,0.74,0.0896,0,6,6,Working Day
1970-01-01 00:00:00.000000095,2011-01-05,Springer,0,Jan,2,No,Wednesday,Yes,Clear,0.16,0.197,0.74,0.0896,0,2,2,Working Day
1970-01-01 00:00:00.000000096,2011-01-05,Springer,0,Jan,4,No,Wednesday,Yes,Clear,0.24,0.2273,0.48,0.2239,0,2,2,Working Day
1970-01-01 00:00:00.000000097,2011-01-05,Springer,0,Jan,5,No,Wednesday,Yes,Clear,0.22,0.2273,0.47,0.1642,0,3,3,Working Day
1970-01-01 00:00:00.000000098,2011-01-05,Springer,0,Jan,6,No,Wednesday,Yes,Clear,0.2,0.197,0.47,0.2239,0,33,33,Working Day
1970-01-01 00:00:00.000000099,2011-01-05,Springer,0,Jan,7,No,Wednesday,Yes,Clear,0.18,0.1818,0.43,0.194,1,87,88,Working Day
1970-01-01 00:00:00.000000100,2011-01-05,Springer,0,Jan,8,No,Wednesday,Yes,Clear,0.2,0.1818,0.4,0.2985,3,192,195,Working Day
1970-01-01 00:00:00.000000101,2011-01-05,Springer,0,Jan,9,No,Wednesday,Yes,Clear,0.22,0.197,0.37,0.3284,6,109,115,Working Day
1970-01-01 00:00:00.000000102,2011-01-05,Springer,0,Jan,10,No,Wednesday,Yes,Clear,0.22,0.197,0.37,0.3284,4,53,57,Working Day
1970-01-01 00:00:00.000000103,2011-01-05,Springer,0,Jan,11,No,Wednesday,Yes,Clear,0.26,0.2273,0.33,0.3284,12,34,46,Working Day
1970-01-01 00:00:00.000000104,2011-01-05,Springer,0,Jan,12,No,Wednesday,Yes,Clear,0.26,0.2273,0.33,0.3284,5,74,79,Working Day
1970-01-01 00:00:00.000000105,2011-01-05,Springer,0,Jan,13,No,Wednesday,Yes,Clear,0.28,0.2576,0.3,0.2985,6,65,71,Working Day
1970-01-01 00:00:00.000000106,2011-01-05,Springer,0,Jan,14,No,Wednesday,Yes,Clear,0.3,0.2879,0.28,0.194,10,52,62,Working Day
1970-01-01 00:00:00.000000107,2011-01-05,Springer,0,Jan,15,No,Wednesday,Yes,Clear,0.3,0.2879,0.28,0.194,7,55,62,Working Day
1970-01-01 00:00:00.000000108,2011-01-05,Springer,0,Jan,16,No,Wednesday,Yes,Clear,0.3,0.3182,0.28,0.0896,4,85,89,Working Day
1970-01-01 00:00:00.000000109,2011-01-05,Springer,0,Jan,17,No,Wednesday,Yes,Clear,0.24,0.2273,0.38,0.194,4,186,190,Working Day
1970-01-01 00:00:00.000000110,2011-01-05,Springer,0,Jan,18,No,Wednesday,Yes,Clear,0.24,0.2424,0.38,0.1343,3,166,169,Working Day
1970-01-01 00:00:00.000000111,2011-01-05,Springer,0,Jan,19,No,Wednesday,Yes,Clear,0.24,0.2576,0.38,0.1045,5,127,132,Working Day
1970-01-01 00:00:00.000000112,2011-01-05,Springer,0,Jan,20,No,Wednesday,Yes,Clear,0.22,0.2273,0.47,0.1642,7,82,89,Working Day
1970-01-01 00:00:00.000000113,2011-01-05,Springer,0,Jan,21,No,Wednesday,Yes,Clear,0.2,0.197,0.51,0.194,3,40,43,Working Day
1970-01-01 00:00:00.000000114,2011-01-05,Springer,0,Jan,22,No,Wednesday,Yes,Clear,0.18,0.197,0.55,0.1343,1,41,42,Working Day
1970-01-01 00:00:00.000000115,2011-01-05,Springer,0,Jan,23,No,Wednesday,Yes,Clear,0.2,0.2576,0.47,0.0,1,18,19,Working Day
1970-01-01 00:00:00.000000116,2011-01-06,Springer,0,Jan,0,No,Thursday,Yes,Clear,0.18,0.2424,0.55,0.0,0,11,11,Working Day
1970-01-01 00:00:00.000000117,2011-01-06,Springer,0,Jan,1,No,Thursday,Yes,Clear,0.16,0.2273,0.64,0.0,0,4,4,Working Day
1970-01-01 00:00:00.000000118,2011-01-06,Springer,0,Jan,2,No,Thursday,Yes,Clear,0.16,0.2273,0.64,0.0,0,2,2,Working Day
1970-01-01 00:00:00.000000119,2011-01-06,Springer,0,Jan,4,No,Thursday,Yes,Cloudy,0.16,0.197,0.64,0.0896,0,1,1,Working Day
1970-01-01 00:00:00.000000120,2011-01-06,Springer,0,Jan,5,No,Thursday,Yes,Cloudy,0.14,0.1818,0.69,0.0896,0,4,4,Working Day
1970-01-01 00:00:00.000000121,2011-01-06,Springer,0,Jan,6,No,Thursday,Yes,Cloudy,0.14,0.1667,0.63,0.1045,0,36,36,Working Day
1970-01-01 00:00:00.000000122,2011-01-06,Springer,0,Jan,7,No,Thursday,Yes,Cloudy,0.16,0.2273,0.59,0.0,0,95,95,Working Day
1970-01-01 00:00:00.000000123,2011-01-06,Springer,0,Jan,8,No,Thursday,Yes,Clear,0.16,0.2273,0.59,0.0,3,216,219,Working Day
1970-01-01 00:00:00.000000124,2011-01-06,Springer,0,Jan,9,No,Thursday,Yes,Cloudy,0.18,0.2424,0.51,0.0,6,116,122,Working Day
1970-01-01 00:00:00.000000125,2011-01-06,Springer,0,Jan,10,No,Thursday,Yes,Clear,0.2,0.2576,0.47,0.0,3,42,45,Working Day
1970-01-01 00:00:00.000000126,2011-01-06,Springer,0,Jan,11,No,Thursday,Yes,Clear,0.22,0.2576,0.44,0.0896,2,57,59,Working Day
1970-01-01 00:00:00.000000127,2011-01-06,Springer,0,Jan,12,No,Thursday,Yes,Clear,0.26,0.2879,0.35,0.0,6,78,84,Working Day
1970-01-01 00:00:00.000000128,2011-01-06,Springer,0,Jan,13,No,Thursday,Yes,Clear,0.26,0.2727,0.35,0.1045,12,55,67,Working Day
1970-01-01 00:00:00.000000129,2011-01-06,Springer,0,Jan,14,No,Thursday,Yes,Clear,0.28,0.2727,0.36,0.1642,11,59,70,Working Day
1970-01-01 00:00:00.000000130,2011-01-06,Springer,0,Jan,15,No,Thursday,Yes,Clear,0.28,0.2727,0.36,0.0,8,54,62,Working Day
1970-01-01 00:00:00.000000131,2011-01-06,Springer,0,Jan,16,No,Thursday,Yes,Clear,0.26,0.2576,0.38,0.1642,12,74,86,Working Day
1970-01-01 00:00:00.000000132,2011-01-06,Springer,0,Jan,17,No,Thursday,Yes,Clear,0.22,0.2273,0.51,0.1642,9,163,172,Working Day
1970-01-01 00:00:00.000000133,2011-01-06,Springer,0,Jan,18,No,Thursday,Yes,Clear,0.22,0.2273,0.51,0.1343,5,158,163,Working Day
1970-01-01 00:00:00.000000134,2011-01-06,Springer,0,Jan,19,No,Thursday,Yes,Clear,0.22,0.2576,0.55,0.0896,3,109,112,Working Day
1970-01-01 00:00:00.000000135,2011-01-06,Springer,0,Jan,20,No,Thursday,Yes,Clear,0.2,0.2121,0.51,0.1642,3,66,69,Working Day
1970-01-01 00:00:00.000000136,2011-01-06,Springer,0,Jan,21,No,Thursday,Yes,Cloudy,0.22,0.2121,0.55,0.2239,0,48,48,Working Day
1970-01-01 00:00:00.000000137,2011-01-06,Springer,0,Jan,22,No,Thursday,Yes,Cloudy,0.22,0.2121,0.51,0.2836,1,51,52,Working Day
1970-01-01 00:00:00.000000138,2011-01-06,Springer,0,Jan,23,No,Thursday,Yes,Cloudy,0.2,0.197,0.59,0.194,4,19,23,Working Day
1970-01-01 00:00:00.000000139,2011-01-07,Springer,0,Jan,0,No,Friday,Yes,Cloudy,0.2,0.197,0.64,0.194,4,13,17,Working Day
1970-01-01 00:00:00.000000140,2011-01-07,Springer,0,Jan,1,No,Friday,Yes,Cloudy,0.2,0.197,0.69,0.2239,2,5,7,Working Day
1970-01-01 00:00:00.000000141,2011-01-07,Springer,0,Jan,2,No,Friday,Yes,Cloudy,0.2,0.197,0.69,0.2239,0,1,1,Working Day
1970-01-01 00:00:00.000000142,2011-01-07,Springer,0,Jan,4,No,Friday,Yes,Cloudy,0.2,0.2121,0.69,0.1343,0,1,1,Working Day
1970-01-01 00:00:00.000000143,2011-01-07,Springer,0,Jan,5,No,Friday,Yes,Light Rain/Snow,0.22,0.2727,0.55,0.0,0,5,5,Working Day
1970-01-01 00:00:00.000000144,2011-01-07,Springer,0,Jan,6,No,Friday,Yes,Cloudy,0.2,0.2576,0.69,0.0,8,26,34,Working Day
1970-01-01 00:00:00.000000145,2011-01-07,Springer,0,Jan,7,No,Friday,Yes,Clear,0.2,0.2121,0.69,0.1343,8,76,84,Working Day
1970-01-01 00:00:00.000000146,2011-01-07,Springer,0,Jan,8,No,Friday,Yes,Clear,0.2,0.197,0.51,0.2537,20,190,210,Working Day
1970-01-01 00:00:00.000000147,2011-01-07,Springer,0,Jan,9,No,Friday,Yes,Clear,0.2,0.1818,0.47,0.2985,9,125,134,Working Day
1970-01-01 00:00:00.000000148,2011-01-07,Springer,0,Jan,10,No,Friday,Yes,Clear,0.22,0.197,0.37,0.3284,16,47,63,Working Day
1970-01-01 00:00:00.000000149,2011-01-07,Springer,0,Jan,11,No,Friday,Yes,Cloudy,0.2,0.197,0.4,0.2239,19,48,67,Working Day
1970-01-01 00:00:00.000000150,2011-01-07,Springer,0,Jan,12,No,Friday,Yes,Cloudy,0.2,0.197,0.37,0.2537,9,50,59,Working Day
1970-01-01 00:00:00.000000151,2011-01-07,Springer,0,Jan,13,No,Friday,Yes,Cloudy,0.2,0.1818,0.37,0.2836,9,64,73,Working Day
1970-01-01 00:00:00.000000152,2011-01-07,Springer,0,Jan,14,No,Friday,Yes,Cloudy,0.2,0.197,0.4,0.2537,7,43,50,Working Day
1970-01-01 00:00:00.000000153,2011-01-07,Springer,0,Jan,15,No,Friday,Yes,Cloudy,0.2,0.2121,0.37,0.1642,9,63,72,Working Day
1970-01-01 00:00:00.000000154,2011-01-07,Springer,0,Jan,16,No,Friday,Yes,Cloudy,0.2,0.2121,0.37,0.1642,5,82,87,Working Day
1970-01-01 00:00:00.000000155,2011-01-07,Springer,0,Jan,17,No,Friday,Yes,Cloudy,0.2,0.2576,0.37,0.0,9,178,187,Working Day
1970-01-01 00:00:00.000000156,2011-01-07,Springer,0,Jan,18,No,Friday,Yes,Clear,0.2,0.2273,0.4,0.0896,7,116,123,Working Day
1970-01-01 00:00:00.000000157,2011-01-07,Springer,0,Jan,19,No,Friday,Yes,Clear,0.16,0.197,0.55,0.0896,3,92,95,Working Day
1970-01-01 00:00:00.000000158,2011-01-07,Springer,0,Jan,20,No,Friday,Yes,Clear,0.18,0.2121,0.47,0.1045,1,50,51,Working Day
1970-01-01 00:00:00.000000159,2011-01-07,Springer,0,Jan,21,No,Friday,Yes,Clear,0.18,0.197,0.47,0.1343,0,39,39,Working Day
1970-01-01 00:00:00.000000160,2011-01-07,Springer,0,Jan,22,No,Friday,Yes,Cloudy,0.18,0.197,0.43,0.1642,2,34,36,Working Day
1970-01-01 00:00:00.000000161,2011-01-07,Springer,0,Jan,23,No,Friday,Yes,Cloudy,0.18,0.197,0.51,0.1642,1,14,15,Working Day
1970-01-01 00:00:00.000000162,2011-01-08,Springer,0,Jan,0,No,Saturday,No,Cloudy,0.18,0.197,0.51,0.1642,1,24,25,Weekend
1970-01-01 00:00:00.000000163,2011-01-08,Springer,0,Jan,1,No,Saturday,No,Cloudy,0.18,0.2121,0.55,0.0896,1,15,16,Weekend
1970-01-01 00:00:00.000000164,2011-01-08,Springer,0,Jan,2,No,Saturday,No,Cloudy,0.18,0.2424,0.55,0.0,3,13,16,Weekend
1970-01-01 00:00:00.000000165,2011-01-08,Springer,0,Jan,3,No,Saturday,No,Light Rain/Snow,0.18,0.197,0.55,0.1642,0,7,7,Weekend
1970-01-01 00:00:00.000000166,2011-01-08,Springer,0,Jan,4,No,Saturday,No,Light Rain/Snow,0.18,0.197,0.55,0.1642,0,1,1,Weekend
1970-01-01 00:00:00.000000167,2011-01-08,Springer,0,Jan,5,No,Saturday,No,Cloudy,0.16,0.1667,0.74,0.1642,0,5,5,Weekend
1970-01-01 00:00:00.000000168,2011-01-08,Springer,0,Jan,6,No,Saturday,No,Cloudy,0.16,0.1667,0.74,0.1642,0,2,2,Weekend
1970-01-01 00:00:00.000000169,2011-01-08,Springer,0,Jan,7,No,Saturday,No,Cloudy,0.16,0.1818,0.74,0.1045,1,8,9,Weekend
1970-01-01 00:00:00.000000170,2011-01-08,Springer,0,Jan,8,No,Saturday,No,Light Rain/Snow,0.16,0.1818,0.93,0.1045,0,15,15,Weekend
1970-01-01 00:00:00.000000171,2011-01-08,Springer,0,Jan,9,No,Saturday,No,Light Rain/Snow,0.16,0.1818,0.93,0.1045,0,20,20,Weekend
1970-01-01 00:00:00.000000172,2011-01-08,Springer,0,Jan,10,No,Saturday,No,Cloudy,0.18,0.197,0.8,0.1642,5,56,61,Weekend
1970-01-01 00:00:00.000000173,2011-01-08,Springer,0,Jan,11,No,Saturday,No,Cloudy,0.2,0.1818,0.69,0.3881,2,60,62,Weekend
